id_plano_trabalho,situacao_plano_trabalho,ind_orcamento_proprio_plano_trabalho,data_inicio_execucao_plano_trabalho,data_fim_execucao_plano_trabalho,prazo_execucao_meses_plano_trabalho,id_plano_acao,classificacao_orcamentaria_pt,ind_justificativa_prorrogacao_atraso_pt,ind_justificativa_prorrogacao_paralizacao_pt,justificativa_prorrogacao_pt,uf_beneficiario_plano_acao
5310,Enviado para Análise,Sim,2023-10-02T00:00:00,2026-10-02T00:00:00,36,36661,08.010.10.302.0012.1110.4.4.90.51 - Construção do Hospital da Criança - Execução de obra - Fonte: 31217 - Emenda Parlamentar  202338360004 - Paulo Eduardo Martins,False,False,,
17965,Enviado para Análise,Sim,2023-08-30T00:00:00,2024-08-30T00:00:00,12,35916,15.451.0013.1352 - OBRAS DIVERSAS E MELHORIAS,False,False,,
17800,Enviado para Análise,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,33423,"UNIDADE ORÇAMENTÁRIA: 18031-SEC. MUNIC. DE OBRAS E INFRAESTRUTURA:
FUNÇÃO:  15-URBANISMO
SUBFUNÇÃO: 451-INFRAESTRUTURA URBANA
PROGRAMA: 3-DESENV. E INFRAESTRUTURA URBANA E RURAL
PROJETO/ATIVIDADE: 1031-ABERTURA E/OU PAVIMENTAÇÃO DE VIAS
CLASSIFICAÇÃO ECONÔMICA: 44905100-OBRAS E INSTALAÇÕES
FONTE:17000000-Outras Transferências de Convênios ou Instrumentos Congêneres da União
SUBELEMENTO DE DESPESA: 44905103-OBRAS E/OU EDIFICAÇÕES PARA USO COMUM DO POVO",False,False,,
17911,Enviado para Análise,Sim,2021-08-02T00:00:00,2024-08-02T00:00:00,36,11682,"ÓRGÃO: 10 - PREFEITURA MUNICIPAL DE PANAMA
UNIDADE ORÇAMENTÁRIA: 14 - SECRETARIA DE OBRAS E SERVICOS URBANOS
CONSTRUÇÃO E REFORMA DE PRAÇAS 15.451.0507.1.006 4.4.90.51.00 0197 OBRAS E INSTALACOES
",False,False,,
28532,Enviado para Análise,Sim,2024-12-13T00:00:00,2025-12-13T00:00:00,12,74045,"Órgão: 34.000 - Conselho Tutelar
Unidade: 34.001 - Conselho Tutelar
Funcional: 8.243.16 - Políticas de Proteção Social
Projeto/Atividade: 2058 - Manutenção do Conselho Tutelar
Natureza da Despesa: (98) 4.4.90.52.48.00.00.00 - Veículos Diversos
Recurso: 1.500.0000.0500 - Recursos não vinculados de impostos",False,False,,
23816,Enviado para Análise,Sim,2022-07-01T00:00:00,2024-07-01T00:00:00,24,19541,4.4.90.51 - OBRAS E INSTALAÇÕES,False,False,,
30079,Enviado para Análise,Sim,2023-10-02T00:00:00,2024-10-02T00:00:00,12,35768,Quadro de detalhamento de despesa,False,False,,
6754,Em Complementação,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,18266,"Órgão: 06 - Secretaria Municipal de Turismo, Cultura, Esporte e Lazer
Ação: 1012 - Implantação/Reforma/Ampliação de Espaços Esportivos
Elemento: 34490510 - Obras e Instalações
Vinculo: 07061228 - Transferência Especial da União

Referência: 1563 Processo Licitação: 20/2024
Data do Processo: 25/07/2024
Modalidade: Pregão
Número do Contrato:
Contrato Aditivo:
Pedido:
Ordem de Compra: 11004/2024
Processo: 6034/2024

Órgão: 11 SECRETARIA MUNIC. DE DESENVOLVIMENTO

SOCIAL E HABITAÇÃO
Unidade: 004 HABITAÇÃO
Funcional: 0016.0482.1001
Ação: 2136 AMPARA ESTRELA
Elemento 34.490.302.400.000.000.000 Material de construção
Vínculo: 07061228 Transferência Especial da União - PROGRAMA
09032022-018266
",False,False,,
14154,Em Complementação,Sim,2023-03-29T00:00:00,2025-03-29T00:00:00,24,20240,1.706.3110.5276.4.4.90.51.91,False,False,,
2841,Enviado para Análise,Sim,2024-07-03T00:00:00,2027-07-03T00:00:00,36,72394,Urbanismo /Infraestrutura Urbana - Pavimentação em CBUQ em estrada rural (Estrada do Paineiras),False,False,,
19781,Em Complementação,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,38982, 449051 - Dotação Orçamentária,False,False,,
3436,Enviado para Análise,Sim,2024-07-03T00:00:00,2025-07-03T00:00:00,12,65132,"6.029.12.361.0016.1104 CONSTRUÇÃO ESCOLA MUNICIPAL
161 4.4.90.51.00.00 OBRAS E INSTALAÇÕES
 639 4.4.90.51.00.00 OBRAS E INSTALAÇÕES",False,False,,
31139,Enviado para Análise,Sim,2023-08-30T00:00:00,2027-08-30T00:00:00,48,38527,"SECRETÁRIA DE OBRAS E INFRAESTRUTURA
44905191
15.451.0575.1112.0000",False,False,,
1076,Enviado para Análise,Sim,2024-07-03T00:00:00,2025-01-03T00:00:00,6,75124,"ÓRGÃO: 02 EXECUTIVO
UNIDADE: 05 SECRETARIA DE MUNICIPAL DE INFRAESTRUTURA
SUBUNIDADE: 01 DEPARTAMENTO DE LIMPEZA E OBRAS PÚBLICAS
FUNÇÃO: 26 TRANSPORTE
SUBFUNÇÃO: 782 TRANSPORTE RODOVIÁRIO
PROGRAMA: 0710 ESTRADAS VICINAIS
PROJETO/ATIVIDADE: 3.022 AQUISIÇÃO DE VEÍCULOS, MÁQUINAS E EQUIPAMENTOS RODOVIÁRIOS
NATUREZA: 4.4.90.52.23 MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS E RODOVIÁRIOS

",False,False,,
21585,Enviado para Análise,Sim,2024-12-12T00:00:00,2027-12-12T00:00:00,36,68241,"DOTAÇÃO ORCAMENTARIA
Investimentos, Const. e Ampl. de Obras Públic. Mun. de Infraestrutura.
44905100 – OBRAS E INSTALAÇÕES
",False,False,,
5953,Enviado para Análise,Sim,2024-06-25T00:00:00,2027-06-25T00:00:00,36,70362,"Os recursos estão disponíveis na Lei Orçamentária Municipal nº 6.707/2023., de 15 de Dezembro de 2023 conforme rubrica orçamentária: 05.01.10.305.0047.2273.4.4.90.52, Reduzido: 2106, Fonte: 17061565. Secretaria Municipal de Bem-Estar Animal.",False,False,,
7118,Enviado para Análise,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,17678,"Órgão: 02 Poder Executivo
Unidade: 02.04 Secretaria Administração e Planejamento
Subunidade: 02.04.00 Secretaria Administração e Planejamento
Classificação Orçamentária: 04.122.0010.1019 Aquisição de Imóveis
Elemento da Despesa: 4.4.90.61.02 Aquisição Imóveis de Domínio Patrimonial
Fonte de Recurso: 1.706.000.0000 Transferência Especial da União",False,False,,
12733,Em Complementação,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,31971,"UNIDADE ORÇAMENTÁRIA: 41001 - SECRETARIA MUNICIPAL DE INFRAESTRUTURA - SEMINFRA;
FUNÇÃO: 15 - URBNANISMO;
SUB FUNÇÃO: 451 - INFRAESTRUTURA URBANA;
 PROGRAMA: 0009 - ROSÁRIO + INFRAESTRUTURA, HABITAÇÃO E TRANSPORTE;
AÇÃO: 1035 - CONSTRUÇÃO, RECUPERAÇÃO, ABERTURA E/OU PAVIMENTAÇÃO DE RUAS, ESTRADAS, VIAS E AVENIDAS;
NATUREZA DE DESPESA: 44905100 - OBRAS E INSTALAÇÕES; 
SUBELEMENTO: 44905103 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DA UNIÃO;
FONTE DE RECURSO: 17000000 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS OU INSTRUMENTOS CONGÊNERES DA UNIÃO.",False,False,,
2609,Enviado para Análise,Sim,2023-12-11T00:00:00,2024-06-11T00:00:00,6,34615,"1020 - CONSTRUCAO, REFORMA E RECUPERACAO DE PRACAS, QUIOSQUES E CANTEIROS
44905100",False,False,,
936,Enviado para Análise,Sim,2023-12-11T00:00:00,2025-01-11T00:00:00,13,38154,06.003.27.812.1001.2.021.4.4.90.51.00.00.00.00.01016,False,False,,
3934,Enviado para Análise,Sim,2023-08-30T00:00:00,2024-12-30T00:00:00,16,32652,01.04.0115.452.0005.2.0214.4.90.51,False,False,,
3703,Em Complementação,Sim,2024-06-25T00:00:00,2025-06-25T00:00:00,12,69508,"10.02.26.782.0218.1053.706- 4.4.90.51.00.00.00
",False,False,,
2516,Enviado para Análise,Sim,2024-06-25T00:00:00,2027-06-25T00:00:00,36,72042,"13.01 – 1.062 – Pavimentação de Estradas Vicinais
4.4.90.51.91.00.00 – Obras em Andamento – 8290
Fonte de Recurso: 1706 – Transferência Especial da União
Desdobramento da Fonte: 1366 – EPI 202430770001 – INVESTIMENTO ",False,False,,
23910,Enviado para Análise,Sim,2021-09-24T00:00:00,2024-09-24T00:00:00,36,9211,"13.00 – DIREITOS DA CIDADANIA 
15 – URBANISMO
15.451.1502 – INFRAESTRUTURA URBANA
15.451.1502.1032.0000 – CONSTRUÇÃO E/OU REPOSIÇÃO DE CALÇAMENTO ,  MEIO FIO E PAVIMENTAÇÃO ASFÁLTICA. 
4.4.90.51- OBRAS E INSTALAÇÕES
",False,False,,
23079,Em Complementação,Sim,2021-08-02T00:00:00,2022-02-02T00:00:00,6,12381,"15.451.2002.1021 CONSTRUIR E/OU RECUPERAR A PAVIMENTAÇÃO DE VIAS, RUAS E AVEN",False,False,,
4512,Enviado para Análise,Sim,2024-07-03T00:00:00,2024-10-03T00:00:00,3,71163,"1 - Const Ampl e Reforma de Praças Parques e Jardins:  15.452.00311039 - CONTRATAÇAO DE EMPRESA ESPECIALIZADA PARA PRESTAÇAO DE SERVIÇOS DE CONTRUÇAO DE UMA PRAÇA NO POVOADO SANTO ANTONIO MUNICIPIO DE SAO JOAO DO SOTER - MA.
2 -  - Const Recup de Pontes e Bueiros e estradas vicinais: 15 451 0048 1.065  - Const Recup de Pontes e Bueiros e estradas vicinais 
",False,False,,
13887,APROVADO,Sim,2023-12-26T00:00:00,2026-12-26T00:00:00,36,41914,"Até o final do ao exercício de 2023, não existia uma regulamentação específica para a execução das TEs. Essa regulamentação se iniciou com a IN 93/2024 e a partir desta normativa foi criado no Transferegov no módulo das TES a funcionalidade de beneficiários executores. 
Até então a estimativa de receitas e fixação de receitas nas Leis orçamentárias estaduais, eram feitas com base no disposto no art, 166-A da Constituição Federal, que estabelece que as receitas de TEs pertencem ao ente federado, Estado de Minas Gerais. 
Nesse sentido as despesas eram previstas na LOA em dotações genéricas da Secretaria de Estado de Casa Civil, como janela orçamentária para captação de recursos. 
Além disso, a indicação dos entes beneficiários das emendas, ocorre no exercício seguinte à elaboração da LOA Federal.  Por este motivo a Administração Pública Estadual não consegue prever com exatidão a destinação das emendas para o orçamento estadual, o que dificulta a alocação assertiva dos recursos por função e subfunção. 
Vale ressaltar que a previsão dos recursos de TEs na dotação geral, permite posterior remanejamento dos recursos para os órgãos beneficiários, após as indicações dos parlamentares e aceite das emendas.
A TE em questão foi cadastrada no Sistema de Execução de Convênios do Estado, SIGCON, gerando:
Número SIAFI: 9407914
Especificação: Recursos de Transferências Especiais da União
Função: 6 - Segurança Pública
Subfunção: 181 - Policiamento
Ação: 4025 - GESTÃO DAS UNIDADES POLICIAIS (LOA MG 2023)
Fonte: 97 - TRANSFERÊNCIAS ESPECIAIS DE RECURSOS DA UNIÃO - RECURSOS RECEBIDOS ATÉ 2023
Valor: R$188.762,00 (44.90.51)",False,False,,
10268,Enviado para Análise,Sim,2024-07-03T00:00:00,2026-07-03T00:00:00,24,65502,"Pavimentação Asfáltica em TSD de Trecho da Estrada do Povoado de Alvinópolis, Zona Rural do Município de Ibipitanga-BA - (Investimento)
Gastos com Combustíveis, matérias diversos e energia elétrica para manutenção do municipio de Ibipitanga-BA - (Custeio)",False,False,,
9475,Enviado para Análise,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,21180,"Poder: 2 - Poder Executivo
Órgão 02000: PREFEITURA MUNICIPAL DE SIMÃO DIAS
Programa: 0001 Aperfeiçoamento da Gestão publica 
Ação: 2008 Manutenção da Secretaria Municipal de Administração, Planejamento e Orçamento
",False,False,,
23139,Em Complementação,Não,2023-10-02T00:00:00,2024-04-02T00:00:00,6,36643,,False,False,,
23145,Enviado para Análise,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,17617,15 451 0109 1.006 ,False,False,,
25015,Em Complementação,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,14056,"PREVISÃO ORÇAMENTÁRIA E CLASSIFICAÇÃO DE DESPESA
ORGÃO	FICHA	UNIDADE	FUNÇÃO	SUB-FUNÇÃO	PROGRAMA	PROJ. ATIV.	CLASSIFICAÇÃO	FONTE
03.16.00	298	    03.16.01	23	695	0101	2122	3.3.90.39.00	500
03.16.00	299	    03.16.01	23	695	0101	2122	3.3.90.39.00	700
03.16.00	300    03.16.01	23	695	0101	2122	3.3.90.39.00	701
03.16.00		    03.16.01	23	695	0101	2122	3.3.90.39.00	705

",False,False,,
3895,Em Complementação,Sim,2024-06-25T00:00:00,2027-06-25T00:00:00,36,72113,"ÓRGÃO: 110 - SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE
Unidade: 001 - SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE
110001.0412200192.088 - MANUTENÇAO DAS ATIVIDADES DA SEC. DE AGRICULTURA E MEIO AMBIENTE
44905200000 - EQUIPAMENTO E MATERIAL PERMANENTE


Órgão: 070 - SECRETARIA MUNICIPAL DE ESPORTE E LAZER
Unidade: 001 - SECRETARIA MUNICIPAL DE ESPORTE E LAZER
070001.2781200103.015 - CONSTRUCAO, REFORMA E AMPLIAÇÃO DE QUADRAS POLIESPORTIVAS, CAMPOS DE FUTEBOL E ESPACOS ESPORTIVOS
44905100000 - OBRAS E INSTALAÇÕES
",False,False,,
22440,Em Complementação,Não,2020-06-26T00:00:00,2023-06-26T00:00:00,36,3401,,False,False,,MG
1579,Enviado para Análise,Sim,2024-07-03T00:00:00,2027-07-03T00:00:00,36,65590,8 1 8 245 2 2318 3.3.5.0.43.00.00.00 2706-3110,False,False,,
23991,Enviado para Análise,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,37651,"CONSTRUÇÃO DA CENTRAL DE TRIAGEM;
CONSTRUÇÃO DA SEDE DA GUARDA MUNICIPAL",False,False,,
5598,Enviado para Análise,Sim,2023-10-02T00:00:00,2026-10-02T00:00:00,36,39061,"20-Agricultura / 608-Promoção da Produção Agropecuária 

1,014 - Pavimentação, manutenção, conservação, sinalização, abertura e prolongamento nas vias urbanas e comunidades interioranas.",False,False,,
1216,Enviado para Análise,Sim,2024-07-03T00:00:00,2027-07-03T00:00:00,36,72151,"Órgão: 9 -SECRETARIA MUNICIPAL DA AGRICULTURA
Unidade: 1 - Secretaria Municipal da Agricultura
Ação:1023 - Readequar, pavimentar e Cascalhar Estradas Rurais
Elemento de Despesa: 3449051020200000000 - Ruas, Logradouros e Estradas Rurais
Vínculo:10161 -Emendas Individuais Impositivas - Transferência Especial",False,False,,
15748,Enviado para Análise,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,20621,"02.23.00.17.512.0026.1023.0000.4.490.51.04

Poder executivo
Secretaria de Infraestrutura 
Saneamento Básico
OBRAS E INSTALAÇÕES
Instalações",False,False,,
13450,Em Complementação,Sim,2024-12-13T00:00:00,2027-12-13T00:00:00,36,69578,02010 001 15 451 0402 1.086,False,False,,
7566,Em Complementação,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,16485,706 - Transferência Especial da União,False,False,,
5747,Enviado para Análise,Sim,2024-07-03T00:00:00,2025-07-03T00:00:00,12,64564,FONTE DE RECURSO STN   -   1.7.1.9.57.0.0,False,False,,
5370,Enviado para Análise,Sim,2021-08-02T00:00:00,2024-08-02T00:00:00,36,12399,"Orgão: PREFEITURA MUNICIPAL DE PALMELO Codigo: 04
Orgão: SECRETARIA AGRICULTURA/ESTRADAS E OBRAS PUBLICAS Codigo: 06

15 urbanismo
451 infra-estrutura 
1.009 PAVIMENT/REFORMA DE VIAS URBANAS/RURAIS 
4.4.90.51 000060 1.23.000 



 04.06.26.782.0014.2.016.33.90.39 FICHA 90
",False,False,,
3499,Em Complementação,Não,2021-08-02T00:00:00,2024-08-02T00:00:00,36,11920,,False,False,,
7595,Em Complementação,Sim,2021-09-24T00:00:00,2024-09-24T00:00:00,36,10506,pavimentação asfáltica em cbuq na rua erich brandter,False,False,,
24865,Em Complementação,Não,2021-09-24T00:00:00,2023-09-24T00:00:00,24,9580,,False,False,,
18779,Em Complementação,Sim,2023-10-02T00:00:00,2026-10-02T00:00:00,36,37563,"1) SEDUPP
Órgão: 69 - Secretaria de Desenvolvimento Urbano com Participação Popular
Unidade: 691100 -  Secretaria de Desenvolvimento Urbano com Participação Popular
Programa de Trabalho: 15.451.0001.1289.0000 - Planos Regionais de Estruturação Urbana
Fonte de Recurso: 2710003210 - Transferência Especial dos Estados - Emenda I
Elemento de Despesa: 4.4.9.0.51.00.00. Obras e Instalações",False,False,,
29085,Enviado para Análise,Sim,2023-03-29T00:00:00,2024-07-29T00:00:00,16,21425,"15.451.0502.1-011 – Pavimentação de Vias Urbanas; 
4.4.90.51.00 – Obras e Instalações – 
",False,False,,
3186,Em Elaboração,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,14480,Infraestrutura. Até dezembro de 2024 será enviado o detalhamento.,False,False,,
3101,Enviado para Análise,Sim,2024-07-03T00:00:00,2025-07-03T00:00:00,12,64753,"
Ampliação e Reforma do Prédio Sede da Prefeitura",False,False,,
12299,Enviado para Análise,Sim,2023-09-29T00:00:00,2025-09-29T00:00:00,24,31955,"UO:	O9O1 - FUNDO MUNICIPAL DE SAUDE			
FUNÇÃO	10 - Saúde			
SUBFUNÇÃO	302 - Assistência Hospitalar e Ambulatorial			
PROGRAMA:	004 - CRISÓPOLIS, PROMOVENDO SAÚDE			
AÇÃO: 	2107 - MANUTENÇÃO DO ATENDIMENTO AMBULATORIAL E HOSPITALAR			
NATUREZA DA DESPESA:	33903000 - Material de Consumo			
FONTE:	17060000 - TransfeÍência Especial da Uniáo			

UO:	O9O1 - FUNDO MUNICIPAL DE SAUDE			
FUNÇÃO	10 - Saúde			
SUBFUNÇÃO	302 - Assistência Hospitalar e Ambulatorial			
PROGRAMA:	004 - CRISÓPOLIS, PROMOVENDO SAÚDE			
AÇÃO: 	2107 - MANUTENÇÃO DO ATENDIMENTO AMBULATORIAL E HOSPITALAR			
NATUREZA DA DESPESA:	33903900 - Outros Serviços de Terceiros - Pessoa Juridica			
FONTE:	17060000 - TransfeÍência Especial da Uniáo			
",False,False,,
17562,Enviado para Análise,Sim,2021-08-02T00:00:00,2024-08-02T00:00:00,36,10931,"02.08.03.27.812.2701.1005 - 4.4.90.51.01 - Ficha 642 - Fonte: 2.706.000.3110 (Construção de Quadra de Esportes Radicais)

",False,False,,
30822,Enviado para Análise,Sim,2023-12-08T00:00:00,2026-12-08T00:00:00,36,33979,44905199 - Construção do Centro de Imagem,False,False,,
2575,Em Complementação,Não,2023-08-30T00:00:00,2026-08-30T00:00:00,36,32027,,False,False,,
12233,Enviado para Análise,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,18652,03.05.15.451.0103.1.006 - 4.4.90.51,False,False,,
9923,Em Complementação,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,19756,24.010.13.392.0008.5008.4.4.90.52.00,False,False,,
19890,Enviado para Análise,Sim,2023-08-30T00:00:00,2026-08-30T00:00:00,36,31257,"Entidade: 01 – MUNICIPIO DE DESCANSO
Órgão: 07 – SECRETARIA MUNICIPAL DE ESPORTES
Unidade: 001 – Departamento de Esportes
Funcional: 27.812.32 - Função 27-Desporto e Lazer/ Subfunção 812-Desporto Comunitário/ Programa 32 - Esporte - Resgatando Cidadania
Projeto/Atividade/Ação: 1012 – MANUTENÇÃO, REFORMA E AMPLIAÇÃO DO COMPLEXO ESPORTIVO MUNICIPAL
Natureza de Despesa: 4.4.90.51.91.00.00.00 OBRAS EM ANDAMENTO
Fonte de Recursos: 2.706.3110.0929 – (SF) - EMENDA PARLAMENTAR INDIVIDUAL MOD. TRANSF. ESPECIAL UNIÃO
",False,False,,
1994,Enviado para Análise,Sim,2024-07-03T00:00:00,2026-03-03T00:00:00,20,69734,"12 SECR. MUN.DE ESPORTES, LAZER E JUVENTUDE
1201 POLÍTICAS DE ESPORTES
1219 INFRAESTRUTURA E ESTÍMULO AO DESENVOLVIMENTO AO ESPORTE
27.812.0122.4490 51 00 000000 OBRAS E INSTALAÇÕES
",False,False,,
15908,Enviado para Análise,Sim,2023-12-11T00:00:00,2026-12-11T00:00:00,36,33665,"Órgão: 		19 – Secretaria Municipal de obras, projetos e convênios;
Unidade: 		19.001 – Secretaria de obras, projetos e convênios;
Função: 		15 – Urbanismo
Subfunção: 		451 – Infraestrutura Urbana
Programa		0105 – Programa Extremoz Circula
Projeto Atividade: 	1153 – Pavimentação, Recomposição, Infraestrutura e
Drenagem de Ruas e Estradas do Município;
Natureza da despesa: 4.4.90.51.00 – Obras e Instalações.",False,False,,
4710,Enviado para Análise,Sim,2023-03-29T00:00:00,2026-03-29T00:00:00,36,18563,"Valor: R$ 700.000,00 – (44.90.51 - Obras e Instalações) - 304.001.03.091.2294.1277 – Fortalecimento Institucional e Inovação

Órgão: 304
Unidade: 001
Função: 03
Sub-Função: 091
Programa Temático: 2294
Ação Orçamentária ou Projeto Atividade: 1277

",False,False,,
19825,Enviado para Análise,Sim,2023-03-29T00:00:00,2025-03-29T00:00:00,24,19703,"0601 - SECRETARIA MUNICIPAL DA ADMINISTRAÇÃO E PLANEJAMENTO - SEMAP
1013 - MELHORIA E EXPANSÃO DO TERMINAL RODOVIÁRIO
33903000 - Material de Consumo. 
27063110 - Identificação dás Transferências da União decorrentes de emendas
parlamentares individuais
170 - CREDENCIAMENTO, ART. 79, DA LEI N"" 14.133/21

1001 - SECRETARIA MUN. DE INFRAESTRUTURA, TRANSP., TRÂNSITO,
URBANISMO, ESTRADAS E RODAGENS - SEMITUR
1014 - PAVIMENTAÇÃO E DRENAGEM DE VIAS URBANAS
44905100 - Obras e Instalações
17063110 - Identificação das Transferências da União decorrentes de emendas
parlamentares individuais
34 - Tomada Preços, Art.22 Inciso II Lei 8.666/93
",False,False,,
16992,Enviado para Análise,Sim,2024-12-13T00:00:00,2029-12-13T00:00:00,60,73603,"0042 - PROGRAMA DE PAVIMENTAÇÃO DE MACAÍBA
1061 - Construção, Recuperação, Conservação e Manutenção das Vias Públicas
4.4.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA

UNIDADE ORÇAMENTÁRIA: 02.014 – Secretaria Municipal de Esporte e Lazer.
AÇÃO: 1.091 – Construção, Ampliação e/ou Reforma de Quadras e Ginásio e Outros
Equipamentos Esportivos.
ELEMENTO DE DESPESA: 4.4.90.51 – Obras e Instalações. 

0028 Virando o Jogo
2093 Implantação e Desenvolvimento de Projetos que fomentem as práticas Desportivas no Município
449052 EQUIPAMENTOS E MATERIAL PERMANENTE 
449051 OBRAS E INSTALAÇÕES",False,False,,
19129,Enviado para Análise,Sim,2023-03-29T00:00:00,2023-09-29T00:00:00,6,14835,"02.07.01 -SECRETARIA MUNICIPAL DE EDUCAÇÃO,CULTURA, ESPORTE
12.122.006.2008.0000  - GESTÃO DE ATIVIDADES DA SECRETARIA DE EDUCAÇÃO
33.90.30.00 - MATERIAL DE CONSUMO.",False,False,,
21928,APROVADO,Sim,2022-07-01T00:00:00,2025-07-01T00:00:00,36,15810,"Entidade: Prefeitura Municipal de Marechal Thaumaturgo
Recursos: 006 - Transferências voluntárias da União
Órgão: 09 - Secretaria Municipal de Obras, Viação e Urbanismo
Unidade 1: Departamento de Obras e Urbanismo
Funcional: 15.451.0005.1.013 - Construção de Praça Pública",False,False,,
28426,Enviado para Análise,Não,2024-07-03T00:00:00,2027-07-03T00:00:00,36,73959,,False,False,,
19198,Enviado para Análise,Sim,2021-09-24T00:00:00,2024-09-24T00:00:00,36,9774,"SECRETARIA MUNICIPAL DE  ADMINISTRAÇÃO E FINANÇAS 
2.017 - MANUTENÇÃO DA SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS
4.4.90.52.00.00.00.00. 0006 -  EQUIPAMENTO E MATERIAL PERMANENTE

SECRETARIA MUNICIPAL DE OBRAS, TRANSPORTES E SERVIÇOS URBANOS 
2.036 - MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA
3.3.90.30.00.00.00.00.0006 - MATERIAL DE CONSUMO",False,False,,
7662,Enviado para Análise,Sim,2024-06-25T00:00:00,2027-06-25T00:00:00,36,69756,"Conta................. = 3327 Credito Orcamentario 2 Vinculado
Orgao................. = 16 SEC. DE EDUCACAO E DESPORTO
Unidade Orcamentaria.. = 16.06 DESPORTO
Funcional............. = 278120103 Desporto e Lazer
Projeto/Atividade..... = 1210000 Construcao/Ampliacao/Reforma de Ginasio de Esportes
Natureza da Despesa... = 4.4.90.51.00.00.00 OBRAS E INSTALACOES
Fonte de Recursos..... = 2706 Transferencia Especial da Uniao
Detalhamento da Fonte. = 1303 Emenda Parl.Afonso Hamm - investimento",False,False,,
13243,APROVADO,Sim,2023-09-29T00:00:00,2026-09-29T00:00:00,36,34908,15.541.2038.1009,False,False,,
10589,Em Complementação,Não,2024-12-13T00:00:00,2027-12-13T00:00:00,36,66437,,False,False,,
31328,Enviado para Análise,Sim,2023-12-11T00:00:00,2026-12-11T00:00:00,36,32280,"02 PREFEITURA MUNICIPAL 
10 PREFEITURA DE AFONSO CUNHA 
12.122.0005.1030.0000 EXPANSÃO E RECUPERAÇÃO DE ESTRADAS VICINAIS 
4.4.90.51.00 OBRAS E INSTALAÇÕES

02 PREFEITURA MUNICIPAL 
10 PREFEITURA DE AFONSO CUNHA 
15.451.0005.1734.0000 PAVIMENTAÇÃO ASFÁLTICA
4.4.90.51.00 OBRAS E INSTALAÇÕES",False,False,,
22226,Em Complementação,Sim,2024-12-13T00:00:00,2027-12-13T00:00:00,36,73243,Obras e Instalações (4.4.90.51),False,False,,
14454,Enviado para Análise,Sim,2024-12-13T00:00:00,2027-12-13T00:00:00,36,68974,"Secretaria Municipal de Educação

12.365.0108.1007.000 - Construção, ampliação, reforma e melhorias das unidades de ensino

Natureza de despesa: 44.905100 - Outras Obras e instalações",False,False,,
30427,Enviado para Análise,Sim,2023-08-30T00:00:00,2024-08-30T00:00:00,12,31454,3.3.90,False,False,,
18165,Em Complementação,Sim,2021-09-24T00:00:00,2022-09-24T00:00:00,12,10586,"659 - Outros Recursos Vinculados à Saúde (Controle dos demais recursos vinculados à Saúde, não enquadrados nas especificações anteriores)",False,False,,
8448,Enviado para Análise,Sim,2024-12-13T00:00:00,2027-12-13T00:00:00,36,64854,12.002.08.244.0019.2044-3.3.50.43.00.00.00 -  Subvenção Social,False,False,,
