id_relatorio_gestao,situacao_relatorio_gestao,parecer_relatorio_gestao,id_plano_acao,uf_beneficiario_plano_acao
548,EM_ELABORACAO,Relatorio,4040,GO
4196,DISPONIBILIZADO, O plano de ação foi realizado para a Implantação de novo sistema de iluminaçao publica em LED no Canteiro Central de Itacaja e Urbanizaçao da avenida. referente a Emenda de Trasferencia Especial nº 41220007 do Parlamentar Osires Damaso .,4438,
2201,DISPONIBILIZADO,"Pavimentação Asfáltica da Rua Milão, em Avaré/SP.",12480,
4399,DISPONIBILIZADO,"RELATÓRIO DE APLICAÇÃO DE RECURSOS REF. TRANSFERENCIAS ESPECIAIS

SECRETARIA DE FINANÇAS DO MUNICÍPIO DE BARÃO DE GRAJAÚ - MA

























DESCRIÇÃO

	O recurso destinado a este município através de transferências especiais no valor de R$ 1.500.000,00 depositado no Banco do Brasil Ag. 1491-5 e Conta 16331-7 na data 04/07/2022 foi destinado e aplicado nas seguintes situações:

Foi utilizado o valor de 70.000,00 em dois pagamentos de R$ 35.000,00 cada nas datas de 25/08/2022 e 16/09/2022 respectivamente para banda de música no festival da prainha no município conforme Contrato 211/2022.

Em 16/09/2022 também foi realizado o pagamento do serviço de aplicação de calçamento em ruas não pavimentadas no município no valor de R$ 519.631,80 em vários bairros do município conforme Contrato 209.2022.

Em 20/09/2022 foi utilizado o valor de R$ 63.000,00 para pagamento da estrutura de som, palco e iluminação para realização do show do festival prainha no município conforme Contrato 226/2022.

Em 28/09/2022 foi utilizado o valor de R$ 8.680,00 referente a buffet e ornamentação do evento do festival, conforme contrato 227.2022.

Em 11/10/2022 o valor de R$ 64.863,43 foi utilizado para pagamento de contas de energia de poços referente ao abastecimento de água na zona urbana e rural desse município conforme fatura 21940.

Na data de 18/10/2022 foi utilizado o valor de R$ 19.630,00 referente a locação de estrutura para diversos eventos de necessidade do município conforme contrato 233/2022.

Também oi utilizado o valor de R$ 5.900,00 para buffet e decoração desses eventos conforme contrato 232/2022.

Em 26/10/2022 o valor de R$ 69.577,15 foi utilizado para pagamento de contas de energia de poços referente ao abastecimento de água na zona urbana e rural desse município conforme fatura 16444.

Na data de 03/11/2022 foi utilizado o valor de R$ 10.250,00 referente a locação de estrutura para diversos eventos de necessidade do município conforme contrato 237/2022.

 No mesmo local foi utilizado o valor de R$ 9.060,00 para buffet e decoração desses eventos conforme contrato 236/2022.

Em 18/11/2022 também foi realizado o pagamento do serviço de aplicação de calçamento em ruas não pavimentadas no município no valor de R$ 353.749,68 em vários bairros do município conforme contrato 209/2022.

Em 15/02/2023 também foi realizado o pagamento do serviço de aplicação de calçamento em ruas não pavimentadas no município no valor de R$ 311.779,08 em vários bairros do município conforme contrato 209/2022.

Em 24/5/2023 também foi realizado o pagamento do serviço de aplicação de calçamento em ruas não pavimentadas no município no valor de R$ 49.210,04 em vários bairros do município conforme contrato 209/2022.


",20181,
4197,DISPONIBILIZADO,"O presente relatório visa prestar contas dos itens e gastos executados pele Administração do Município de Pirapetinga - MG , o referido relatório destina -se a aplicação de todos os serviços e investimentos feitos no ano de 2022 , destaca =se que os Recursos recebidos foram de suma importância para a manutenção das atividades do Município e também dando ênfase ao fomento Municipal e o desenvolvimento abrangendo toda a Região do Município de Pirapetinga e circunvizinhas  . vale lembrar que sem estes recursos não seriam executados nenhum tipo de serviços e as atividades do Município ..",9852,
7255,DISPONIBILIZADO,"Com o recurso deste convênio foi feita obra de Reforma no Estádio Municipal Arlindo Gonçalves de Aguiar, na cidade de Nova Canaã Paulista. Foi feito plantio de gramas, irrigação, restauração do banco de reservas e pintura do gramado. A proposta vencedora da licitação foi no valor de R$ 168.000,00. Como houve sobra de recursos, foi feito um Aditamento ao Contrato, no valor de R$ 17.308,79, totalizando 185.308,79. Com o valor do aditamento foram realizados serviços de pinturas e serviços complementares ao sistema de irrigação. O valor gasto como contrapartida do Município foi de R$ 10.613,79. Os pagamentos foram realizados conforme listagem anexa de empenhos pagos de 01/01/2023 a 28/11/2023.",14193,
7479,DISPONIBILIZADO,"O recurso indicado através de Emenda Parlamentar de Transferência Especial nº 202213390010 do Dep. Federal Daniel Almeida, disponibilizado a este município foi utilizado em investimento para Construção do Pórtico de Entrada e Reforma do Vestiário do Campo de Futebol do Distrito de Malhadinha conforme contrato n° 422/2022 e para pavimentação em paralelepípedo em diversas Vias na Sede do Município de Remanso, conforme contrato nº 445/2022. Em cumprimento as exigências legais conforme Instrução Normativa – TCU n°93 de 17 de janeiro de 2024 e Emenda Constitucional nº 105/2019, art.166-A – As Emendas individuais impositivas apresentadas ao projeto de lei orçamentária anual poderão alocar recursos a Estados, ao Distrito Federal e a Municípios por meio de:
I - Transferência especial; ou
II - Transferência com finalidade definida.
As demais comprovações, como processos de pagamentos e relatório fotográficos da execução do objeto conforme contratos seguem em anexos. Ainda informo que a conta corrente específica da transferência especial criada pelo Governo Federal para o recebimento da Emenda Parlamentar atende a duas emendas parlamentares, ou seja, uma única conta corrente para o recebimento de duas emendas.

",16948,
4128,DISPONIBILIZADO,"Obra: Complemento de recapeamento asfáltico, na avenida Alberto Ratier - município de Paranhos-MS",19512,
11186,DISPONIBILIZADO,Difusão Cultural,33414,
4198,DISPONIBILIZADO,"O presente relatório visa prestar contas dos itens e gastos executados pele Administração do Município de Pirapetinga - MG , o referido relatório destina -se a aplicação de todos os serviços e investimentos feitos no ano de 2022 , destaca =se que os Recursos recebidos foram de suma importância para a manutenção das atividades do Município e também dando ênfase ao fomento Municipal e o desenvolvimento abrangendo toda a Região do Município de Pirapetinga e circunvizinhas  . vale lembrar que sem estes recursos não seriam executados nenhum tipo de serviços e as atividades do Município ..",11324,
4014,DISPONIBILIZADO,Contratação de Empresa Especializada para Construção de Pista de Caminhada em Monte Verde.,12022,
15265,EM_ELABORACAO,"Credenciamento de pessoas jurídicas para contratação, sem caráter de exclusividade, com onerosidade, de caráter eventual, sem vínculo empregatício, sem dependência econômica, por conta própria e com a assunção de seus próprios riscos, prestação de serviços na área da saúde que consiste na realização de procedimentos cirúrgicos eletivos, em várias especialidades, nível ambulatorial e internação, objetivando ao atendimento aos usuários do Sistema Único de Saúde (SUS), conforme a necessidade do Município de Entre-Ijuís/RS",69697,
14625,DISPONIBILIZADO,"Notificação aos Conselhos Municipais, conforme disposto no § 3º do artigo 2º Instrução Normativa do Tribunal de Contas da União sob o nº 93, de 17 de janeiro de 2024",68234,
4129,EM_ELABORACAO,xxx,4811,
3981,DISPONIBILIZADO,"Foi realizado uma Licitação de Tomada de Preço seguindo a lei 8.666/1993, de uma COMPLEMENTAÇÃO DA CONSTRUÇÃO DE UMA PRAÇA
Segue em anexo o processo Licitatório, junto com o termo aditivo do contrato ",12831,
4015,DISPONIBILIZADO,"PE 94/2021, Contrato 237/2021 Aquisição de Semeadora de Arrasto no valor de R$ 118.000,00",10386,
8322,DISPONIBILIZADO,"OBJETO:

1. Construção da Quadra Esportiva com Grama Sintética no Distrito Novo Planalto Município de Seringueiras.

2. Aquisição de Jacarandá Azul Mimoso com no mínimo 1,60 metros de altura ( incluindo insumos e mão de obra) - 250 unidades.",10871,
7481,EM_ELABORACAO,Foi atendida a demanda ...,4296,
11478,EM_ELABORACAO,"O recurso desta emenda disponibilizada ao Estado do Acre foi destinado para as seguintes metas:


Observações da (s) meta (s): A meta “transferência especiais – a definir” o valor disponível para custeio foi R$ 48.876,00 (quarenta e oito mil oitocentos e setenta e seis reais) e para investimento foi o valor de R$ 115.673,00 (cento e quinze mil seiscentos e setenta e três reais) com o valor total de R$ 164.549,00 (cento e sessenta e quatro mil quinhentos e quarenta e nove reais).

",41850,
11060,DISPONIBILIZADO,Desapropriação de lotes urbanos para destinar à ampliação e melhoria das instalações da Associação de Pais e Amigos dos Excepcionais de Nobres (APAE),34591,
1165,DISPONIBILIZADO,"Anexo toda a documentação para prestação de contas da transferência especial do ano de 2020, referente a emenda parlamentar 202040870001-CARLOS VIANA, Valor de Investimento R$200.000,00. Plano de ação 0903-003248. Este recurso foi destinado para a Construção de Ponte, para a Aquisição de Vigas e Aquisição de Veículo.",3248,MG
14761,DISPONIBILIZADO,"Atualização das ações referentes a presente Transferência Especial com a comunicação aos conselhos competentes na forma do § 3º e inciso V do § 6º, todos do artigo 2º da Instrução Normativa do Tribunal de Contas da União (TCU) nº 93, de 17 de janeiro de 2024.",74137,
14827,EM_ELABORACAO,PRESTAÇÃO DE CONTAS DO VELATÓRIO MUNICIPAL,22111,
3034,EM_ELABORACAO,Conforme Relatório de Gestão e documentos anexos.,4841,
4019,DISPONIBILIZADO,"São Paulo, 13 de dezembro de 2022.
Relatório nº 001/SMSU-EMENDAS/2022.
Referência: Prestação de Contas Emenda Deputada Federal Katia Sastre.

Trata o presente da prestação de contas da Emenda Parlamentar da Deputada Federal Policial Katia Sastre, no valor de repasse de R$ 200.000,00 (duzentos mil reais), referente a Ação OEC2 – Transferência Especial.
O referido Objeto teve seu ato administrativo e licitatório tratado por meio do processo SEI 6029.2020/0009024-0, onde deu início o Pregão Eletrônico 105/SMSU/2020 – Aquisição de barco do tipo inflável para salvamento, tendo como ganhadora a empresa TEREZINHA PRIETO ROJAS – ME, inscrita no CNPJ sob o n° 07.083.756/0001 e foi homologado no Diário Oficial da Cidade de São Paulo, na data de 25/02/2021, que por consequência gerou a elaboração do Termo de Contrato nº 012/SMSU/2021.
O referido Objeto foi incorporado ao patrimônio da Secretaria Municipal de Segurança Urbana na Data de 13/07/2021 com o número 001.00689/2021.
Informo que junto a este relatório vai anexado os seguintes documentos:
- Homologação do Pregão Eletrônico 105/SMSU/2020, publicado no Diário Oficial da Cidade de São Paulo, na data de 25/02/2022; 
- Extrato do Termo de Contrato nº 012/SMSU/2021, publicado no Diário Oficial da Cidade de São Paulo, na data de 10/03/2021;
- Termo do Contrato nº 012/SMSU/2021, devidamente assinado entre a Secretaria Municipal de Segurança Urbana e a empresa TEREZINHA PRIETO ROJAS ME;
- Extrato Nota de Empenho nº 30.318;
- Extrato Nota de Empenho nº 39.456;
- Nota de Liquidação e Pagamento nº139.299;
- Nota de Liquidação e Pagamento nº 139.308;
- Nota de Liquidação e Pagamento nº 139.314;
- Nota de Liquidação e Pagamento nº 139.322;
- Nota Fiscal nº 009.009;
- Nota Fiscal nº 009.010;
- Nota Fiscal nº 009.011;
- Nota Fiscal nº 009.064 – em parte no Valor de R$ 33.500,00 (trinta e três mil e quinhentos reais)
- Nota de Incorporação de Bens Patrimoniais e Intangíveis nº 001.003689/2021 e,
- Relatório Fotográfico Barco.



Atenciosamente,



ELZA PAULINA DE SOUZA
Secretária Municipal de Segurança Urbana

",3281,SP
4452,DISPONIBILIZADO, ,16666,
16088,EM_ELABORACAO,REALIZAÇÃO DE OBRAS DE RECAPEAMENTO ASFALTICO EM VARIAS RUAS DO MUNICIPIO E OBRA DE DRENAGEM URBANA. ,36472,
10104,EM_ELABORACAO,"Os recursos encaminhados foram destinados a atender os seguintes objetos: Aquisição de Van adaptada (Sprinter) - veículo de passeio com 20 lugares para atender à Secretaria Municipal de Esporte e Lazer (R$350.000,00); Aquisição de Van Literária para atender à Secretaria Municipal de Cultura (R$ 250.000,00); e para realização de Parceria por Chamamento Público entre a Prefeitura de Volta Redonda e a Associação dos Aposentados e Pensionistas de Volta Redonda - AAP/VR, para desenvolvimento do projeto ""Humanização"" (R$ 1.000.000,00), conforme documentos anexos.",15247,
4824,DISPONIBILIZADO,"Foram adquiridos com o valor repassado pelo Ministério da Economia e rendimento da aplicação financeira: 1 Veículo para área da Saúde; 1 Lavadora de roupa; 1 Microondas, conforme comprovantes em anexo, cumprindo assim, a finalidade a que se destina o recurso (Investimento).   ",10917,
14579,EM_ELABORACAO,Justificativa - Ausência de Notificação ao Conselho Local,74339,
4576,DISPONIBILIZADO,"Totalidade dos recursos executado no ano de 2022 para pagamento de serviços jurídicos, de dois profissionais de medicina para atuação na Secretaria Municipal de Saúde, prestadas integralmente na unidade básica de saúde, nos postos de atendimento do município de Campina do Simão, plantões e demais atividades correlatas das áreas de saúde.
Empenho 2128/2022
Empenho 5644/2022
Empenho 5645/2022
Empenho 5850/2022
Empenho 5851/2022
Empenho 6254/2022
Empenho 6256/2022
Empenho 6257/2022

Prestação de Contas Anual apresentada em audiências públicas de saúde contidas no Relatório Anual de Gestão -RAG 2022, publicado no site DIGISUS do Ministério da Saúde, descritos nas páginas 50 e 51.
",11631,
2474,EM_ELABORACAO,MUNICIPIO COM DIFICULDADES ,19102,
7480,EM_ELABORACAO,"O Objeto proposto para execução do plano de ação 09032022-020695 foi a construção do Centro de Vendas de Animais na Sede Município de Mairi, através do Processo Administrativo de n° 074-2022 e Procedimento Licitatório Tomada de Preços 003/2022 - Contrato 092/2022 no valor de R$ 447.499,42. Informamos que foi gasto com recursos da emenda, rendimentos/aplicação financeira e complementação/contrapartida em conta totalizando valor de R$ 427.216.15 pago na conta 26434-2 da transferencia especial. O saldo a pagar do contrato foi pago com recursos próprios para finalização da obra.",20695,
11480,EM_ELABORACAO,"O recurso desta emenda disponibilizada ao Estado do Acre foi destinado para as seguintes metas:


Observações da (s) meta (s): A meta “transferência especiais – a definir” o valor disponível para custeio foi R$ 48.876,00 (quarenta e oito mil oitocentos e setenta e seis reais) e para investimento foi o valor de R$ 114.044,00 (cento e quatorze mil e quarenta e quatro reais) com o valor total de R$ 162.920,00 (cento e sessenta e dois mil novecentos e vinte reais).

",41849,
10959,DISPONIBILIZADO,"O MUNICIPIO DE PARECIS/RO, TEM OBJETIVO DE AQUISIÇÃO DE MATERIAL DE FISIOTERAPIA - REABILITAÇÃO, AINDA EM INICIO DE PROCESSO.",17763,
1350,DISPONIBILIZADO,"Aquisição e Instalação de Brinquedos em formato de avião em fibra de vidro e, Conjunto temático navegando diversão com a finalidade de serem instalados no Parque Municipal no loteamento Arvoredo. Os conjuntos são compostos por diversos brinquedos infantis, tais como balanços, gangorras, escorregadores, gira-gira, tobogâ, dentre outros. O processo licitatório foi homologado em 28/03/2022, conforme documentos anexados.",10453,
7253,DISPONIBILIZADO,O RECURSO INDICADO FOI UTILIZADO PARA AQUISIÇÃO DE MEDICAMENTOS E MATERIAIS DE ENFERMAGEM PARA UNIDADE BÁSICA DE SAÚDE LOCAL.,14233,
4211,EM_ELABORACAO,"A referida emenda está sendo aplicada em investimento no Município de Bento Gonçalves, tendo como objeto a construção de um terminal de passageiros no Aeródromo de Bento Gonçalves.  O projeto de engenharia foi elaborado pelos técnicos do município e foi realizada a licitação Concorrência nº 80/2022. A empresa vencedora foi LED Construtora e Urbanizadora EIRELI e valor total do contrato firmado é de R$ 918.046,05, sendo que serão utilizados R$ 600.000,00 de recursos proveniente desta emenda parlamentar e R$ 318.046,05 de recursos do município, de forma a completar o valor contratado.",13399,
8159,DISPONIBILIZADO,"O município de Doutor Camargo/Paraná recebeu no ano 2022 a indicação de 03 emendas parlamentares na modalidade Transferência Especial (investimento) no valor total de R$1.000.000,00 (Um Milhão de Reais). 
Teve os planos de ação cadastrados e aprovados no Transferegov (Plataforma Mais Brasil) sob nºs 09032022-015623 (200.000,00), 016103 (400.000,00) e 020742 (400.000,00), o crédito dos recursos ocorreram na conta convênio 001/2379/31002-6 nas datas de 01/07/2022 e 29/03/2023.
O recurso foi destinado para construção de uma Creche nova a fim de atender a demanda de vagas existentes no município.
Para a construção da Creche foi aberto o Edital Tomada de Preços nº 10/2022, Processo 83/2022, com abertura em 18/10/2022; Sagrou-se vencedora do certame a empresa Construtora São Lucas Ltda, CNPJ nº 33.012.000/0001-60, contratada pelo valor de R$1.755.212,22 - sendo R$1.000.000,00 em repasse TE e R$755.212,22 em contrapartida financeira do município. 
A ordem de serviço foi emitida em 21/11/2022 e a obra está em execução (fase final).
O montante de recursos aplicado na Creche, até o momento, é de R$1.843.901,39 considerando o valor do Contrato de Prestação de Serviço nº 84/2022 e aditivo para execução de serviços complementares. 
Cópia dos documentos da licitação em anexo.
Os extratos bancários e demais documentos da execução físico-financeira serão anexados oportunamente, após a conclusão da obra.",15623,
4206,DISPONIBILIZADO,"Sobre a utilização do recurso recebido, informamos que o Município de Areiópolis executou em sua totalidade o objeto de IMPLANTAÇÃO DE MELHORIAS NA ILUMINAÇÃO PÚBLICA, passando por todas as etapas de execução de recursos do Governo como: Elaboração de Projeto Básico Técnico, Processo Licitatório, Contrato e Documentos de Liquidação. Afim de comprovar toda a execução do Objeto e prestar contas do recurso recebido, segue em anexo os documentos gerados durante todo o processo.",4069,SP
4209,EM_ELABORACAO,O recurso foi utilizado na aquisição de equipamentos para execução do  Projeto de Aprimoramento Educacional “A Lógica Aplicada ao Cotidiano”,11675,
4210,EM_ELABORACAO,xxxxxxxxxxxxxxxxx,18819,
4168,DISPONIBILIZADO,"Sobre a utilização do recurso recebido, informamos que o Município de Herculândia executou em sua totalidade o objeto de RECAPEAMENTO ASFÁLTICO, passando por todas as etapas de execução de recursos do Governo como: Elaboração de Projeto Básico Técnico, Processo Licitatório, Contrato e Documentos de Liquidação. Afim de comprovar toda a execução do Objeto e prestar contas do recurso recebido, segue em anexo os documentos gerados durante todo o processo.",9872,
14582,DISPONIBILIZADO,Justificativa - Ausência de Notificação ao Conselho Local,65303,
10921,DISPONIBILIZADO,"Plano de Ação 09032023-036389 - Contratação de Empresa especializada para execução da obra de Pavimentação Asfáltica na Rua João Martins Cordeiro, Alceu Albuquerque Martins Dias Batista e Sebastião de Oliveira, com Construção de Galerias de Águas Pluviais e Escada Hidráulica – Bairro Motocross - Apiaí/SP.
",36389,
4215,DISPONIBILIZADO,O Município está aguardando a liberação do recurso para dá prosseguimento a execução do feito,18419,
4704,DISPONIBILIZADO,Pavimentação Linha São Joaquim ,10532,
4843,DISPONIBILIZADO,"O valor repassado pelo Ministério da Economia foi utilizado para pagamento do Consórcio Público Intermunicipal de Saúde da Região de Catanduva cujo objeto é o fornecimento de serviços para realização de atendimentos complementares na rede municipal de atenção básica. Conforme comprovantes anexo, cumprindo assim a finalidade a que se destina o recurso (CUSTEIO).",14209,
10681,DISPONIBILIZADO,"O recurso indicado através de Emenda Parlamentar de Transferência Especial foi utilizado como complemento de valor de obra, que é a construção de um novo CMEI e também na revitalização do Cemitério Municipal, o qual visa garantir uma melhor infraestrutura urbana para assegurar as condições básicas de bem-estar da população. Sendo que o investimento está de acordo com a programação orçamentária indicada. Até o momento foi utilizado R$ 70.496,35 do repasse, sendo que ainda faltam R$ 178.849,65 para findar o total repassado, portanto, esse valor já está empenhado, mas está sendo liquidado parcialmente.  Em anexo está a licitação, contrato, empenhos realizado, NFEs, os pagamentos e o extrato da conta bancaria. ",34318,
8644,EM_ELABORACAO,Recurso utilizado parcialmente. ,10082,
4460,DISPONIBILIZADO,"Recebemos o recurso da Emenda Especial no valor de R$200.000,00, no qual  foi utilizado para compra de combustível. Vale ressaltar que na nota  nº 16.139 o valor total da mesma é R$ 9.921,98, sendo que foi pago com o recurso da emenda R$ 3.412,38 e o restante com recurso próprio. A mesma observação serve para a nota nº 16.163, o valor total da nota é R$ 10.030,49, sendo que foi pago com o recurso da emenda R$ 6.278,89 e o restante com recurso próprio.
O valor pago acima dos R$ 200.000,00 da referida emenda, foi pago com rendimentos.
Segue anexo a documentação.",15872,
4705,DISPONIBILIZADO,Pavimentação Linha Azambuja ,9510,
4227,DISPONIBILIZADO,"O recurso foi utilizado como parte do valor para construção do mercado municipal de São Geraldo do Araguaia - PA, o certame da obra foi o processo licitatório nº 2/2022-222, tomada de preço, com data de 07 de junho de 2022 as 09:00 da manha, o valor total da obra de 2.987.621.95. 
O ganhador da licitação foi a empresa CAMPINA ENGENHARIA EIRELI, com o valor total de 2.927.988,55, aonde foi feito o contrato de numero 20210235. 
A obra se encontra atualmente em execução.",13153,
6799,EM_ELABORACAO,"O MUNICÍPIO DE PITANGUEIRAS ADQUIRIU ATRAVES DO PREGÃO ELETRÔNICO Nº 32/2021 CONTRATO Nº 55/2021 UM ESPARGIDOR HIDROSTATICO SR 6000EHE213-22 PARA EXECUÇÃO DE RECUPERAÇÃO ASFALTICA NO MUNICÍPIO, CONFORME DOCUMENTOS COMPROBATÓRIO EM ANEXO A ESTE RELATÓRIO.",10569,
4462,DISPONIBILIZADO,"Realizada a aquisição de um trator agrícola, em atendimento à Secretaria Municipal de Obras, Planejamento e Serviços Públicos, através de Pregão Eletrônico n° 84/2022.",17539,
549,EM_ELABORACAO,"1- Obra Licitada, contratada e executada, conforme documentos em anexo.",3896,PR
4463,DISPONIBILIZADO,"Por meio da Transferência Especial, oriunda da Emenda Parlamentar nº 202241460011-HAROLDO CATHEDRALindicou o montante de R$ 1.140.000,00 (Hum milhão cento e quarenta mil), conforme Pregão Presencial nº001/2023, CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM AQUISIÇÃO DE VEICULO TIPO CAMINHÃO COM CARROCERIA, conforme termo de referencia e suas comprovações da licitação em anexo. ",21596,
4202,DISPONIBILIZADO,"O município optou por pagar parte da execução de uma ponte em concreto armado que dá acesso a uma importante região produtora de grãos e também à reserva indígena Parabubure, da etnia Xavante. O valor do empreendimento foi de R$ 689.325,40, dos quais R$ 300.000,00 foram pagos com recursos da presente emenda, conforme documentos comprobatórios em anexo. Com os rendimentos de aplicação financeira foi pago parte de uma ponte em concreto armado na mesma região da primeira, conforme documentos comprobatórios em anexo.",9928,
16285,EM_ELABORACAO,Prestação de contas,65772,
4350,DISPONIBILIZADO,"O REFERIDO RECURSO FOI EMPREGADO NA CONSTRUÇÃO DE GALERIA NA RUA CAMPO VERDE SETOR 08 NO MUNICÍPIO DE BURITIS/RO COM ISSO, FOI ABERTO PROCESSO ADMINISTRATIVO SOB Nº 1835/SEMOSP/2021 REALIZADO CERTAME LICITATÓRIO TOMADA DE PREÇO Nº018/CPLMS/PMB/2021, SAGROU-SE COMO GANHADORA A EMPRESA LOIOLA COMERCIO, SERVIÇOS E CONSTRUÇÕES EIRELI CNPJ: 06.341.060/0001-54, SENDO ELABORADO CONTRATO SOB Nº 063/PMB/2021 NO VALOR DE R$488.933,63, POSTERIOR OS SERVIÇOS EXECUTADOS FOI PROTOCOLADO A 1ª MEDIÇÃO NO VALOR DE R$400.376,82, EFETUADO O PAGAMENTO DA NOTA FISCAL Nº 264/A CONFORME DOCUMENTOS ANEXOS. 
OCORRE QUE POSTERIOR O PAGAMENTO E A EXECUÇÃO DE 81,89%, SE FEZ NECESSÁRIO O DISTRATO COM A REFERIDA EMPRESA, EXPLICO: A EMPRESA SOLICITOU O DISTRATO DO CONTRATO DE FORMA AMIGÁVEL ALEGANDO SOMENTE QUE NÃO TEM CONDIÇÕES DE EXECUTAR OS ITENS 3.2.14 3.2.15 3.2.16 3.2.17 DA PLANILHA DO CONTRATO, A COMISSÃO DE FISCALIZAÇÃO SE MANIFESTOU INFORMANDO QUE MEDIANTE VISTORIA VERIFICOU QUE A EXECUÇÃO DOS SERVIÇOS NÃO FORAM FINALIZADOS CONFORME CONSTA EM RELATÓRIO FOTOGRÁFICO ACOSTADOS AOS AUTOS RELATANDO QUE O PERCENTUAL DE EXECUÇÃO DO OBJETO EXECUTADO FOI DE 81,89%, QUALIFICA O VALOR DE R$400.376,82 RESTANDO UM PERCENTUAL A SEREM EXECUTADOS DE 18,11% MONTANTE DE R$88.556,81 CONFORME RELATÓRIO DE VISTORIA TÉCNICA E RELATÓRIO FOTOGRÁFICO.
DIANTE AO EXPOSTO, ESSA MUNICIPALIDADE VISANDO DAR CONTINUIDADE/FINALIZAÇÃO DOS SERVIÇOS, EFETUOU A ABERTURA DO PROCESSO ADMINISTRATIVO SOB Nº2075/2022, 2240/2022, 2076/2022 VISANDO AQUISIÇÃO DE PEÇAS E COMBUSTÍVEL PARA FINALIZAR OS SERVIÇOS, NO INTUITO DE TRAZER A POPULAÇÃO MELHORIAS. ANEXO NOTAS FISCAIS E COMPROVANTE DE PAGAMENTO. ANEXO TAMBÉM EXTRATO DA MOVIMENTAÇÃO FINANCEIRA EFETUADA NA CONTA EXTRATO 22227 - NOS PERÍODOS DE 2021, 2022 E 2023.
",13548,
14577,DISPONIBILIZADO,Justificativa - Ausência de Notificação ao Conselho Local,69020,
4580,DISPONIBILIZADO,"PAVIMENTAÇÃO DE PASSEIOS PÚBLICOS EM TRECHO DA AVENIDA SANTO ANTONIO - MUNICÍPIO DE BANDEIRANTE
Rendimentos da Aplicação financeira do período foi de R$ 4.719,97
Despesas realizadas R$ 254.719,97.

Eu, CELSO BIEGELMEIER, CPF 423.780.609-04, Prefeito Municipal de Bandeirante – SC, DECLARO expressamente que o objeto recursos previstos desta transferência especial foi executado e concluído, conforme determinada o Art. 9º da INSTRUÇÃO NORMATIVA - TCU Nº 93, DE 17 DE JANEIRO DE 2024.",10421,
4581,DISPONIBILIZADO,"GND - 3 - Pagamentos da prestação de serviços contínuo de gerenciamento, com manutenção preventiva, corretiva e substituição de peças e serviços de gerenciamento, controle e aquisição de combustíveis e lubrificantes, visando atender à frota de veículos automotores pertencente ao município de Lajedinho, Bahia.

GND - 4 - Aquisição de 01 (um) veículo tipo caminhão toco, implementado com tanque pipa de 8m³, 0 km, ano/modelo 2021/2021, marca Iveco Tector 170E21 Atack Cab Curta EE 4815 CHASSI 93ZA01RF0N8946345, movido a Diesel, motor 4 cilindros, injeção eletrônica, destinada a secretaria de Infra Estrutura do Município de Lajedinho-BA, 

Pagamento de pavimentação em paralelepípedo e construção de 02 (dois) quiosques, no Povoado do KM 102 na Zona Rural, município de Lajedinho/BA e na execução dos serviços de Reforma e Revitalização da Praça Anibal da Silva na sede do município de Lajedinho-BA.",11573,
4717,DISPONIBILIZADO,"O município de Cascavel por meio da Secretaria Especializada de Cidadania, da Proteção a Mulher e Políticas Sobre Drogas - SESD, foram contemplados com Emenda Parlamentar n° 202240110008 - Gleisi Helena Hoffmann, no valor de 100.000,00 (cem mil reais) a fim de ser utulizado em ações relativas à política da Mulher . Com isso foi adquirido 01 (um) veículo HB20 Hiunday zero km, 02 (dois) (computadores e 01 (um) ar condicionado 9.000 mil BTus, conforme anexos nostas fiscais.",20480,
4228,DISPONIBILIZADO,"O montante total de 150 mil reais, 100 mil reais que foi disponibilizado para o sistema de monitoramento da prefeitura e 50 mil reais para a secretaria de espertos.
O 100 mil reais foi alocado para o pregão presencial para registro de preços nº 9/2022-031, com objeto O REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE CAMERAS, EQUIPAMENTOS DE SEGURANÇA, E VIDEOMONITORAMENTO COM CIRCUITO FECHADO INCLUINDO MÃO DE OBRA E SERVIÇOS DE TRANSPORTE DE Vlan V2, PARA MONITORAMENTO DE VIAS PUBLICAS DESTE MUNICIPIO.
O pregão teve valor total de 163.943,52.
O mesmo teve como vencedor a empresa V G de SOUSA FERREIRA LTDA - ME, com valor total de 100.340,00.
O serviço ainda será executado.
Os 50 mil destinados a secretaria de esportes, ainda será utilizado em uma licitação que esta sendo preparada.
",12528,
